from_external_ref,from_type,to_external_ref,to_type,edge_type,verified,weight_base
KR:COMPANY:HMM,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:GS_CALTEXT,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:GS_CALTEXT,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANA_FINANCIAL,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:HANA_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HANWHA_SOLUTIONS,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:HANWHA_SOLUTIONS,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HMM,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:HMM,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYBE,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:HYBE,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_EC,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:HYUNDAI_EC,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOBIS,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:HYUNDAI_MOBIS,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:HYUNDAI_MOTOR,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:HYUNDAI_MOTOR,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:IBK,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:IBK,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:KAKAO,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KAKAO_MOBILITY,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:KAKAO_MOBILITY,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
